,user_id,business_id,stars
8056,s2o_JsABvrZVm_T03qrBUw,lwxYmWqjmEZ0ukCsXC9Pfg,4
8057,s2o_JsABvrZVm_T03qrBUw,-3zffZUHoY8bQjGfPSoBKQ,5
8058,s2o_JsABvrZVm_T03qrBUw,YJ8ljUhLsz6CtT_2ORNFmg,5
8059,s2o_JsABvrZVm_T03qrBUw,zEaGcSVPDQipnRdEZp-F6g,4
8061,s2o_JsABvrZVm_T03qrBUw,-WLrZPzjKfrftLWaCi1QZQ,3
8062,s2o_JsABvrZVm_T03qrBUw,b3vRI8yXNK34hgC0Wd4Iag,3
8063,s2o_JsABvrZVm_T03qrBUw,GI-CAiZ_Gg3h21PwrANB4Q,5
8064,s2o_JsABvrZVm_T03qrBUw,wPiRP76arN0NB3M1ZXXp7g,4
8065,s2o_JsABvrZVm_T03qrBUw,zU9w_xRlQSRIYXxGo-HSOA,5
8067,s2o_JsABvrZVm_T03qrBUw,nUpz0YiBsOK7ff9k3vUJ3A,4
8070,s2o_JsABvrZVm_T03qrBUw,Rd11Bosr8JkfoUhZLzpuxg,3
8072,s2o_JsABvrZVm_T03qrBUw,P7pxQFqr7yBKMMI2J51udw,4
8073,s2o_JsABvrZVm_T03qrBUw,SZEFE5hL7aN5nM-A44iPwQ,5
8074,s2o_JsABvrZVm_T03qrBUw,VUtazCTIc0aoOrQprP_s-Q,4
8075,s2o_JsABvrZVm_T03qrBUw,eduRavkml8awmPachSZXuw,4
8077,s2o_JsABvrZVm_T03qrBUw,KskYqH1Bi7Z_61pH6Om8pg,4
8078,s2o_JsABvrZVm_T03qrBUw,7fxebHYUwIF6CakxSr70iQ,5
8080,s2o_JsABvrZVm_T03qrBUw,KkmPDIWzvwbBpyqOHT6pcQ,5
8081,s2o_JsABvrZVm_T03qrBUw,bSY97kgQpJ5BrpgW40V1qg,4
8082,s2o_JsABvrZVm_T03qrBUw,nnDLapJk1z2NJE0-XzwMlQ,5
8083,s2o_JsABvrZVm_T03qrBUw,J4CATH00YZrq8Bne2S4_cw,4
8085,s2o_JsABvrZVm_T03qrBUw,SeNOJ2zYHziptxLuiRINLg,5
8086,s2o_JsABvrZVm_T03qrBUw,44kd3YdkhXj5XiSPs5XNjQ,4
8087,s2o_JsABvrZVm_T03qrBUw,VsewHMsfj1Mgsl2i_hio7w,4
8088,s2o_JsABvrZVm_T03qrBUw,w12x7UBSSRsdbp3ZqguG3Q,4
8089,s2o_JsABvrZVm_T03qrBUw,JTFFtWy_chbsHTs95yD_2Q,3
8091,s2o_JsABvrZVm_T03qrBUw,DYAorbxOyubUB_wtQRCdug,4
8092,s2o_JsABvrZVm_T03qrBUw,LFs5jyYdXlzi0SpAYi1eSA,5
8093,s2o_JsABvrZVm_T03qrBUw,m-xsH8VkcYtTTvp2Fa6Ajw,3
8095,s2o_JsABvrZVm_T03qrBUw,4X0KWUPcD2EkHN83aa4cXg,4
8097,s2o_JsABvrZVm_T03qrBUw,pHJu8tj3sI8eC5aIHLFEfQ,5
8098,s2o_JsABvrZVm_T03qrBUw,Sovgwq-E-n6wLqNh3X_rXg,3
8100,s2o_JsABvrZVm_T03qrBUw,DYuOxkW4DtlJsTHdxdXSlg,4
8101,s2o_JsABvrZVm_T03qrBUw,AT_xDv2Lm5K7VtER1fp-SA,4
8103,s2o_JsABvrZVm_T03qrBUw,dWk0mbhj79pK3WBp5oLtpw,4
8104,s2o_JsABvrZVm_T03qrBUw,a192hdM0_UVCYLwPJv1Qwg,3
8105,s2o_JsABvrZVm_T03qrBUw,SwAZBCyFtVo_8vkRbJhdkA,4
8107,s2o_JsABvrZVm_T03qrBUw,1SqLPgnZEVeVYDM-AuoFhg,4
8109,s2o_JsABvrZVm_T03qrBUw,lTixk1IT-D4hoMZ6LgoyHQ,3
8110,s2o_JsABvrZVm_T03qrBUw,JDZ6_yycNQFTpUZzLIKHUg,3
8111,Valva2MGzBW8ux3641YINA,xkVMIk_Vqh17f48ZQ_6b0w,5
8113,Valva2MGzBW8ux3641YINA,T0Uw6vwwfO3el29wBoDamQ,4
8114,njgBnm5Czhsgj9xOi-C0Sg,--9e1ONYQuAa-CB_Rrw7Tw,5
8115,pKSVqOWpyVc3dwGogNhphg,Fi-2ruy5x600SX4avnrFuA,3
8116,pKSVqOWpyVc3dwGogNhphg,FLMxWQO-ckCQmGZhU9OQgw,4
8117,pKSVqOWpyVc3dwGogNhphg,g8OnV26ywJlZpezdBnOWUQ,3
8118,pKSVqOWpyVc3dwGogNhphg,eoHdUeQDNgQ6WYEnP2aiRw,4
8119,ISirqOjZ0HRaKJqbIuhGRQ,IRzXVRIzRoYpnjaVXF3vNA,4
8120,ISirqOjZ0HRaKJqbIuhGRQ,KskYqH1Bi7Z_61pH6Om8pg,5
8121,ISirqOjZ0HRaKJqbIuhGRQ,JDZ6_yycNQFTpUZzLIKHUg,5
8123,fTWtXca0hmdjLQFvkrNDPw,umXvdus9LbC6oxtLdXelFQ,4
8124,fTWtXca0hmdjLQFvkrNDPw,oXoVJ0xKv82cBo9U6oEjlQ,3
8125,fTWtXca0hmdjLQFvkrNDPw,UPIYuRaZvknINOd1w8kqRQ,4
8126,fTWtXca0hmdjLQFvkrNDPw,UUGoM4q4i8rK2CBRS0xDAw,4
8128,fTWtXca0hmdjLQFvkrNDPw,rtlsfmdufArhk-47sWIf2w,5
8130,fTWtXca0hmdjLQFvkrNDPw,faPVqws-x-5k2CQKDNtHxw,5
8131,fTWtXca0hmdjLQFvkrNDPw,DkYS3arLOhA8si5uUEmHOw,4
8132,fTWtXca0hmdjLQFvkrNDPw,wPiRP76arN0NB3M1ZXXp7g,3
8133,fTWtXca0hmdjLQFvkrNDPw,QJatAcxYgK1Zp9BRZMAx7g,4
8134,fTWtXca0hmdjLQFvkrNDPw,eoHdUeQDNgQ6WYEnP2aiRw,3
8135,fTWtXca0hmdjLQFvkrNDPw,G-5kEa6E6PD5fkBRuA7k9Q,4
8136,fTWtXca0hmdjLQFvkrNDPw,KskYqH1Bi7Z_61pH6Om8pg,5
8137,fTWtXca0hmdjLQFvkrNDPw,f4x1YBxkLrZg652xt2KR5g,3
8138,fTWtXca0hmdjLQFvkrNDPw,EAwh1OmG6t6p3nRaZOW_AA,3
8139,fTWtXca0hmdjLQFvkrNDPw,dKdApYVFDSNYsNOso6NYlA,3
8140,fTWtXca0hmdjLQFvkrNDPw,dn51F67VLgPuqy_8SFk9oA,3
8141,fTWtXca0hmdjLQFvkrNDPw,7sPNbCx7vGAaH7SbNPZ6oA,4
8143,fTWtXca0hmdjLQFvkrNDPw,3ajqOW9A7VhResA08I7RTg,3
8144,fTWtXca0hmdjLQFvkrNDPw,RESDUcs7fIiihp38-d6_6g,4
8146,fTWtXca0hmdjLQFvkrNDPw,P7pxQFqr7yBKMMI2J51udw,4
8147,fTWtXca0hmdjLQFvkrNDPw,Cni2l-VKG_pdospJ6xliXQ,3
8148,fTWtXca0hmdjLQFvkrNDPw,cYwJA2A6I12KNkm2rtXd5g,4
8149,fTWtXca0hmdjLQFvkrNDPw,iCQpiavjjPzJ5_3gPD5Ebg,3
8150,qUUMmANmVRuQxagzH8irhA,UPIYuRaZvknINOd1w8kqRQ,1
8151,qUUMmANmVRuQxagzH8irhA,X8c23dur0ll2D9XTu-I8Qg,3
8152,qUUMmANmVRuQxagzH8irhA,eoHdUeQDNgQ6WYEnP2aiRw,4
8153,qUUMmANmVRuQxagzH8irhA,El4FC8jcawUVgw_0EIcbaQ,1
8155,qUUMmANmVRuQxagzH8irhA,RESDUcs7fIiihp38-d6_6g,5
8156,oCYxjlqjpnW5WJAo6HNR0A,LYWbyu1EQM2o5hwHG5_Ldg,5
8157,oCYxjlqjpnW5WJAo6HNR0A,BCAw9a_kyx2RddRH9tMmKQ,4
8158,oCYxjlqjpnW5WJAo6HNR0A,ECOkEVUodMLUxvI0PMI4gQ,4
8159,oCYxjlqjpnW5WJAo6HNR0A,U9aA5H13y7t9xWnoQslV0Q,1
8162,oCYxjlqjpnW5WJAo6HNR0A,d4qwVw4PcN-_2mK2o1Ro1g,2
8163,oCYxjlqjpnW5WJAo6HNR0A,AyEtowSGi9vx0-xFfrgjWw,5
8164,oCYxjlqjpnW5WJAo6HNR0A,I6EDDi4-Eq_XlFghcDCUhw,4
8166,3NnPbhmv_vEfPTBp2pnn9Q,--9e1ONYQuAa-CB_Rrw7Tw,5
8167,3NnPbhmv_vEfPTBp2pnn9Q,GJ_bXUPv672YwNg4TneJog,2
8168,3NnPbhmv_vEfPTBp2pnn9Q,0NmTwqYEQiKErDv4a55obg,5
8171,3NnPbhmv_vEfPTBp2pnn9Q,uuGL8diLlHfeUeFuod3F-w,4
8172,3NnPbhmv_vEfPTBp2pnn9Q,Dxaz8OxaadecnWol18kAtw,1
8173,3NnPbhmv_vEfPTBp2pnn9Q,Ehy00JWQixgoXzisVKhvag,4
8174,3NnPbhmv_vEfPTBp2pnn9Q,4JNXUYY8wbaaDmk3BPzlWw,5
8176,4fBtk9ff4P-gdWBiS0r6MA,RESDUcs7fIiihp38-d6_6g,3
8177,4fBtk9ff4P-gdWBiS0r6MA,dCUuzw3R2rPqKyN2Zl9zRw,3
8180,QwZaQ_G_AYArFE9G9oMPMQ,-Ylpy3VyRWwubf9dysuwjQ,3
8181,QwZaQ_G_AYArFE9G9oMPMQ,g8OnV26ywJlZpezdBnOWUQ,5
8184,QwZaQ_G_AYArFE9G9oMPMQ,FQB3VXrWYM_m_XrzwRozAg,2
8187,W3Z5K5Ks4PJHo_RFexaqdA,3kdSl5mo9dWC4clrQjEDGg,3
8188,W83aZrDrYKwycCHB_eOYYg,Xj7DIGRHEchJ-VVdISazQQ,4
8189,cty-VP-wvpUbsa-nPGc1CA,X8c23dur0ll2D9XTu-I8Qg,1
8190,cty-VP-wvpUbsa-nPGc1CA,lTixk1IT-D4hoMZ6LgoyHQ,5
8191,f66SRQPBM-MbiAVeOm4xUw,UPIYuRaZvknINOd1w8kqRQ,3
8192,f66SRQPBM-MbiAVeOm4xUw,D8a2usm9b-j89W9IrJ_Evw,3
8194,h_2NGTYvjOc38cjx90rM5Q,2weQS-RnoOBhb1KsHKyoSQ,5
8195,h_2NGTYvjOc38cjx90rM5Q,KVsv8wRGnLX8QWoNZKNMQA,4
8196,h_2NGTYvjOc38cjx90rM5Q,I6EDDi4-Eq_XlFghcDCUhw,4
8199,bGPaNsTLxN6n4kbQwCPkew,N7yuiiu8jhQ-Fl9Npflreg,4
8200,bGPaNsTLxN6n4kbQwCPkew,rbcfYmJtqwIkk17IeOI5Kw,4
8201,bGPaNsTLxN6n4kbQwCPkew,0NmTwqYEQiKErDv4a55obg,4
8202,bGPaNsTLxN6n4kbQwCPkew,_w5hBpkjHs5_Hv3pLeHtIw,3
8204,bGPaNsTLxN6n4kbQwCPkew,dn_ipqbm7_jUz5X3rDez_A,4
8205,bGPaNsTLxN6n4kbQwCPkew,xkVMIk_Vqh17f48ZQ_6b0w,4
8207,bGPaNsTLxN6n4kbQwCPkew,faPVqws-x-5k2CQKDNtHxw,4
8208,bGPaNsTLxN6n4kbQwCPkew,aT_SsfZ6GQgJGyuIv1Hapw,4
8209,bGPaNsTLxN6n4kbQwCPkew,VHZPbCbIPHEkKOotdCTiow,4
8210,bGPaNsTLxN6n4kbQwCPkew,YnmtUJGqQIQL9tz1MRyfqA,4
8211,bGPaNsTLxN6n4kbQwCPkew,XZbuPXdyA0ZtTu3AzqtQhg,3
8212,bGPaNsTLxN6n4kbQwCPkew,UT6L3b7Zll_nvRidijiDSA,4
8213,bGPaNsTLxN6n4kbQwCPkew,P7pxQFqr7yBKMMI2J51udw,4
8214,bGPaNsTLxN6n4kbQwCPkew,RwMLuOkImBIqqYj4SSKSPg,4
8215,bGPaNsTLxN6n4kbQwCPkew,KskYqH1Bi7Z_61pH6Om8pg,3
8216,v-HcprOKPC1_F5_15t4JDw,N7yuiiu8jhQ-Fl9Npflreg,3
8217,v-HcprOKPC1_F5_15t4JDw,QXV3L_QFGj8r6nWX2kS2hA,4
8218,v-HcprOKPC1_F5_15t4JDw,uWECX6-Uq9n8v5ipk9R29A,5
8219,v-HcprOKPC1_F5_15t4JDw,UidEFF1WpnU4duev4fjPlQ,5
8220,v-HcprOKPC1_F5_15t4JDw,dn_ipqbm7_jUz5X3rDez_A,3
8222,v-HcprOKPC1_F5_15t4JDw,xkVMIk_Vqh17f48ZQ_6b0w,4
8225,v-HcprOKPC1_F5_15t4JDw,f4x1YBxkLrZg652xt2KR5g,4
8227,v-HcprOKPC1_F5_15t4JDw,f4kNNLU_0q_2J711jCN7dA,3
8229,v-HcprOKPC1_F5_15t4JDw,P7pxQFqr7yBKMMI2J51udw,4
8230,v-HcprOKPC1_F5_15t4JDw,7sPNbCx7vGAaH7SbNPZ6oA,5
8233,v-HcprOKPC1_F5_15t4JDw,ZkGDCVKSdf8m76cnnalL-A,3
8234,v-HcprOKPC1_F5_15t4JDw,4JNXUYY8wbaaDmk3BPzlWw,4
8235,v-HcprOKPC1_F5_15t4JDw,v1AE1LLWDOqe8ubOzqKADg,4
8236,9df8KToLljo-v--Wke2W1w,BjH8Xepc10i6OhCDQdX6og,4
8237,9df8KToLljo-v--Wke2W1w,ruWTngdiC68O9la27hvvHw,3
8238,9df8KToLljo-v--Wke2W1w,X8c23dur0ll2D9XTu-I8Qg,2
8240,9df8KToLljo-v--Wke2W1w,El4FC8jcawUVgw_0EIcbaQ,4
8241,9df8KToLljo-v--Wke2W1w,pH0BLkL4cbxKzu471VZnuA,4
8242,9df8KToLljo-v--Wke2W1w,g8OnV26ywJlZpezdBnOWUQ,5
8243,HYmGwYXvcYmW7dDjuWKJfw,Qc0l8rZ3nvrcERitgxu8XA,4
8244,OLn8EvPsu4hNug8V5PF2jA,Er8DpPwf_lHHv64ncWhD8g,3
8245,OLn8EvPsu4hNug8V5PF2jA,2weQS-RnoOBhb1KsHKyoSQ,3
8246,OLn8EvPsu4hNug8V5PF2jA,CiYLq33nAyghFkUR15pP-Q,4
8247,OLn8EvPsu4hNug8V5PF2jA,oXoVJ0xKv82cBo9U6oEjlQ,1
8248,OLn8EvPsu4hNug8V5PF2jA,IZivKqtHyz4-ts8KsnvMrA,2
8249,OLn8EvPsu4hNug8V5PF2jA,wX1ORSDKPkA5ftE7F6UONw,3
8250,OLn8EvPsu4hNug8V5PF2jA,k8BqCejnaMlw7aoVthvqyw,2
8251,OLn8EvPsu4hNug8V5PF2jA,zdE82PiD6wquvjYLyhOJNA,4
8252,OLn8EvPsu4hNug8V5PF2jA,w8RWhhuKxMiFCpvFvIQ3zg,3
8253,OLn8EvPsu4hNug8V5PF2jA,UPIYuRaZvknINOd1w8kqRQ,3
8254,OLn8EvPsu4hNug8V5PF2jA,0NmTwqYEQiKErDv4a55obg,3
8256,OLn8EvPsu4hNug8V5PF2jA,KXITXbKuE60WSUDs7NZVLQ,3
8257,OLn8EvPsu4hNug8V5PF2jA,rq5dgoksPHkJwJNQKlGQ7w,2
8260,OLn8EvPsu4hNug8V5PF2jA,gTw6PENNGl68ZPUpYWP50A,3
8261,OLn8EvPsu4hNug8V5PF2jA,FLMxWQO-ckCQmGZhU9OQgw,3
8263,OLn8EvPsu4hNug8V5PF2jA,n_K2xa_nqzUqaUJa0S_5tQ,3
8264,OLn8EvPsu4hNug8V5PF2jA,2SfSzEd3B7WimeZac23zhg,4
8265,OLn8EvPsu4hNug8V5PF2jA,UV2Jt8slktGu14gLZeNCjA,5
8266,OLn8EvPsu4hNug8V5PF2jA,DESv2ys6SjBKA4SyDtJvxw,3
8268,OLn8EvPsu4hNug8V5PF2jA,a0v7Si0DK4cIko7AQY4YXg,3
8269,OLn8EvPsu4hNug8V5PF2jA,7sPNbCx7vGAaH7SbNPZ6oA,3
8270,OLn8EvPsu4hNug8V5PF2jA,LFs5jyYdXlzi0SpAYi1eSA,2
8271,OLn8EvPsu4hNug8V5PF2jA,LR0qF0FEVsCOhYWUOiH26A,2
8272,OLn8EvPsu4hNug8V5PF2jA,4GXII-GU7S0ZyU6ElkhscQ,4
8276,OLn8EvPsu4hNug8V5PF2jA,-yApKLEFAvvNyifvpNKWCA,3
8278,OLn8EvPsu4hNug8V5PF2jA,UYh1N1xQhOh-a7nX92xPzQ,4
8279,OLn8EvPsu4hNug8V5PF2jA,-Ylpy3VyRWwubf9dysuwjQ,3
8280,OLn8EvPsu4hNug8V5PF2jA,cJWbbvGmyhFiBpG_5hf5LA,4
8281,OLn8EvPsu4hNug8V5PF2jA,eoHdUeQDNgQ6WYEnP2aiRw,2
8282,OLn8EvPsu4hNug8V5PF2jA,A5Rkh7UymKm0_Rxm9K2PJw,3
8283,OLn8EvPsu4hNug8V5PF2jA,w5CSi-An5meLnxjKSFn0wQ,4
8284,OLn8EvPsu4hNug8V5PF2jA,XgsIf7s2zM-cC29WUD-NZQ,4
8285,OLn8EvPsu4hNug8V5PF2jA,AyEtowSGi9vx0-xFfrgjWw,2
8286,OLn8EvPsu4hNug8V5PF2jA,n8Zqqhff-2cxzWt_nwhU2Q,4
8287,OLn8EvPsu4hNug8V5PF2jA,A-uZAD4zP3rRxb44WUGV5w,3
8290,OLn8EvPsu4hNug8V5PF2jA,VGWEpMEkzQopS5lUNd06Sw,3
8291,OLn8EvPsu4hNug8V5PF2jA,HgdFqAvK31fB9sgBdOzo9g,3
8292,OLn8EvPsu4hNug8V5PF2jA,KskYqH1Bi7Z_61pH6Om8pg,2
8293,OLn8EvPsu4hNug8V5PF2jA,XZbuPXdyA0ZtTu3AzqtQhg,3
8294,OLn8EvPsu4hNug8V5PF2jA,364hhL5st0LV16UcBHRJ3A,4
8295,OLn8EvPsu4hNug8V5PF2jA,pomGBqfbxcqPv14c3XH-ZQ,3
8297,OLn8EvPsu4hNug8V5PF2jA,K7lWdNUhCbcnEvI0NhGewg,2
8298,OLn8EvPsu4hNug8V5PF2jA,3BCsAgo_1i4xMuTyLKMLRQ,3
8299,OLn8EvPsu4hNug8V5PF2jA,EnCIojgP5KTr1leaysFE3A,3
8300,OLn8EvPsu4hNug8V5PF2jA,3kdSl5mo9dWC4clrQjEDGg,4
8301,OLn8EvPsu4hNug8V5PF2jA,ECOkEVUodMLUxvI0PMI4gQ,4
8302,OLn8EvPsu4hNug8V5PF2jA,uW6UHfONAmm8QttPkbMewQ,3
8303,OLn8EvPsu4hNug8V5PF2jA,FQB3VXrWYM_m_XrzwRozAg,1
8304,OLn8EvPsu4hNug8V5PF2jA,f4kNNLU_0q_2J711jCN7dA,2
8305,OLn8EvPsu4hNug8V5PF2jA,RESDUcs7fIiihp38-d6_6g,4
8306,VbwtabHH47kmn79f-H_KvA,CiYLq33nAyghFkUR15pP-Q,5
8307,VbwtabHH47kmn79f-H_KvA,RESDUcs7fIiihp38-d6_6g,3
8308,VbwtabHH47kmn79f-H_KvA,dKdApYVFDSNYsNOso6NYlA,4
8315,ci3qVCiV3h7YVqDlrj4-yw,4hG2j_ibsNblDgqei05U_g,5
8316,FIDPP65G4FxtZfqt5HwWWg,YQ--LJ7pvjiDSqNv0TuKTQ,5
8317,FIDPP65G4FxtZfqt5HwWWg,2weQS-RnoOBhb1KsHKyoSQ,4
8318,FIDPP65G4FxtZfqt5HwWWg,DkYS3arLOhA8si5uUEmHOw,5
8319,FIDPP65G4FxtZfqt5HwWWg,f4x1YBxkLrZg652xt2KR5g,5
8320,FIDPP65G4FxtZfqt5HwWWg,YuiM5VKscO8rS1EX7f19_g,4
8321,FIDPP65G4FxtZfqt5HwWWg,iCQpiavjjPzJ5_3gPD5Ebg,4
8323,FIDPP65G4FxtZfqt5HwWWg,YhCAJ8acd1X7GkCHPhD8Xw,3
8324,FIDPP65G4FxtZfqt5HwWWg,eoHdUeQDNgQ6WYEnP2aiRw,2
8325,FIDPP65G4FxtZfqt5HwWWg,P7pxQFqr7yBKMMI2J51udw,4
8328,FIDPP65G4FxtZfqt5HwWWg,cYwJA2A6I12KNkm2rtXd5g,5
8329,FIDPP65G4FxtZfqt5HwWWg,fHM09_y3QX3n4a_bIFbk_w,5
8331,FIDPP65G4FxtZfqt5HwWWg,K7lWdNUhCbcnEvI0NhGewg,3
8333,ZiO2Wr41kZ4Vz64aheBFPQ,LYWbyu1EQM2o5hwHG5_Ldg,5
8336,ZiO2Wr41kZ4Vz64aheBFPQ,Fi-2ruy5x600SX4avnrFuA,3
8337,ZiO2Wr41kZ4Vz64aheBFPQ,FLMxWQO-ckCQmGZhU9OQgw,3
8339,ZiO2Wr41kZ4Vz64aheBFPQ,nVAJZ6BJ9PPlxDXn976R6A,4
8340,ZiO2Wr41kZ4Vz64aheBFPQ,ugLqbAvBdRDc-gS4hpslXw,4
8342,ZiO2Wr41kZ4Vz64aheBFPQ,E62l6LwZJ7lKaExcUbrtYw,5
8343,ZiO2Wr41kZ4Vz64aheBFPQ,aD0EslPREWGDlSpD0RMlEg,4
8345,ZiO2Wr41kZ4Vz64aheBFPQ,DzKl51tivGJMLiNsQqf38w,4
8347,ZiO2Wr41kZ4Vz64aheBFPQ,K7lWdNUhCbcnEvI0NhGewg,4
8348,Bz1kW9-YSBA0kGWRFS0sjA,BjH8Xepc10i6OhCDQdX6og,5
8349,Bz1kW9-YSBA0kGWRFS0sjA,ZibmYdOPKLlqDM9oR6xzOA,5
8350,Bz1kW9-YSBA0kGWRFS0sjA,UYh1N1xQhOh-a7nX92xPzQ,5
8351,Bz1kW9-YSBA0kGWRFS0sjA,PQER4ba8Q0zqB1G2QiXamQ,5
8352,Bz1kW9-YSBA0kGWRFS0sjA,GHS1rVjO-RMcRB6WJLpCDQ,4
8353,Bz1kW9-YSBA0kGWRFS0sjA,g8OnV26ywJlZpezdBnOWUQ,5
8354,Bz1kW9-YSBA0kGWRFS0sjA,Z0YOHYA6YtW131xULbnMzQ,5
8355,Bz1kW9-YSBA0kGWRFS0sjA,sNVGdeOPeitJ3OWUQBINzQ,5
8356,RmXIjppHNtVveguN10iO1g,2weQS-RnoOBhb1KsHKyoSQ,3
8357,RmXIjppHNtVveguN10iO1g,xkVMIk_Vqh17f48ZQ_6b0w,4
8358,RmXIjppHNtVveguN10iO1g,ZkGDCVKSdf8m76cnnalL-A,3
8359,CGRkejdGiNtvX-lhcOFUZQ,YQ--LJ7pvjiDSqNv0TuKTQ,3
8360,CGRkejdGiNtvX-lhcOFUZQ,_j2EtQtgLuXGRBfbM5YwZA,3
8361,CGRkejdGiNtvX-lhcOFUZQ,w8RWhhuKxMiFCpvFvIQ3zg,3
8362,CGRkejdGiNtvX-lhcOFUZQ,yfxDa8RFOvJPQh0rNtakHA,2
8363,CGRkejdGiNtvX-lhcOFUZQ,2weQS-RnoOBhb1KsHKyoSQ,4
8364,CGRkejdGiNtvX-lhcOFUZQ,D8a2usm9b-j89W9IrJ_Evw,4
8365,CGRkejdGiNtvX-lhcOFUZQ,DkYS3arLOhA8si5uUEmHOw,5
8368,CGRkejdGiNtvX-lhcOFUZQ,VsewHMsfj1Mgsl2i_hio7w,4
8369,CGRkejdGiNtvX-lhcOFUZQ,iCQpiavjjPzJ5_3gPD5Ebg,3
8370,CGRkejdGiNtvX-lhcOFUZQ,eoHdUeQDNgQ6WYEnP2aiRw,4
8372,CGRkejdGiNtvX-lhcOFUZQ,77h11eWv6HKJAgojLx8G4w,2
8373,CGRkejdGiNtvX-lhcOFUZQ,ECOkEVUodMLUxvI0PMI4gQ,2
8374,CGRkejdGiNtvX-lhcOFUZQ,XZbuPXdyA0ZtTu3AzqtQhg,4
8375,CGRkejdGiNtvX-lhcOFUZQ,K7lWdNUhCbcnEvI0NhGewg,4
8377,CGRkejdGiNtvX-lhcOFUZQ,Mn6PbumS7GL2v3jPilTaeg,4
8378,CMW-yrCQrRnhAg0yvRajvA,H8qpFitIesth86zqR4cwYg,3
8380,CMW-yrCQrRnhAg0yvRajvA,UUGoM4q4i8rK2CBRS0xDAw,3
8381,CMW-yrCQrRnhAg0yvRajvA,DkYS3arLOhA8si5uUEmHOw,5
8382,CMW-yrCQrRnhAg0yvRajvA,aD0EslPREWGDlSpD0RMlEg,4
8383,CMW-yrCQrRnhAg0yvRajvA,EAwh1OmG6t6p3nRaZOW_AA,3
8384,CMW-yrCQrRnhAg0yvRajvA,Z5eukYH32_nFljOTC2DJ0g,5
8385,CMW-yrCQrRnhAg0yvRajvA,mU3vlAVzTxgmZUu6F4XixA,5
8386,CMW-yrCQrRnhAg0yvRajvA,ugLqbAvBdRDc-gS4hpslXw,5
8387,CMW-yrCQrRnhAg0yvRajvA,RESDUcs7fIiihp38-d6_6g,4
8389,GmRcci8kgknB0cfq2cAOCw,K0j_Znzin0jShXVnpvW86A,4
8391,DtDr1jb1gYCwJJWfiGdWAw,X8c23dur0ll2D9XTu-I8Qg,1
8392,DtDr1jb1gYCwJJWfiGdWAw,El4FC8jcawUVgw_0EIcbaQ,1
8394,Cue1uXN_0nIQGX-4J7b_BQ,JDZ6_yycNQFTpUZzLIKHUg,5
8395,2-XLTj0Cfd81_XlmHo02Aw,--9e1ONYQuAa-CB_Rrw7Tw,5
8396,2-XLTj0Cfd81_XlmHo02Aw,YJ8ljUhLsz6CtT_2ORNFmg,4
8398,2-XLTj0Cfd81_XlmHo02Aw,YuiM5VKscO8rS1EX7f19_g,5
8399,2-XLTj0Cfd81_XlmHo02Aw,U9aA5H13y7t9xWnoQslV0Q,2
8400,2-XLTj0Cfd81_XlmHo02Aw,HhVmDybpU7L50Kb5A0jXTg,4
8402,2-XLTj0Cfd81_XlmHo02Aw,P7pxQFqr7yBKMMI2J51udw,5
8403,2-XLTj0Cfd81_XlmHo02Aw,Cni2l-VKG_pdospJ6xliXQ,1
8405,tkXqjDH2_3SvEn8QVaJavA,N7yuiiu8jhQ-Fl9Npflreg,4
8406,tkXqjDH2_3SvEn8QVaJavA,f9sU31meK0bqAD7922sCog,5
8408,tkXqjDH2_3SvEn8QVaJavA,GTR39A2jwNIS_NV8q2r_JA,2
8410,tkXqjDH2_3SvEn8QVaJavA,Q7m8G4579-XYKV3LMW8V7g,4
8411,tkXqjDH2_3SvEn8QVaJavA,nVAJZ6BJ9PPlxDXn976R6A,5
8412,QIy3iLXjBUBqRzwd2lnWGQ,_w5hBpkjHs5_Hv3pLeHtIw,2
8413,QIy3iLXjBUBqRzwd2lnWGQ,c_iQzwsTDYraPvHSKz88QA,3
8414,QIy3iLXjBUBqRzwd2lnWGQ,4JNXUYY8wbaaDmk3BPzlWw,3
8415,QIy3iLXjBUBqRzwd2lnWGQ,UUGoM4q4i8rK2CBRS0xDAw,4
8416,QIy3iLXjBUBqRzwd2lnWGQ,YJ8ljUhLsz6CtT_2ORNFmg,2
8417,QIy3iLXjBUBqRzwd2lnWGQ,K7fip0nDFFdCC7OCnNOotQ,4
8418,QIy3iLXjBUBqRzwd2lnWGQ,Y-S2LhHefBdnX8VP5Bh_JA,4
8420,QIy3iLXjBUBqRzwd2lnWGQ,DkYS3arLOhA8si5uUEmHOw,4
8422,QIy3iLXjBUBqRzwd2lnWGQ,FLMxWQO-ckCQmGZhU9OQgw,3
8423,QIy3iLXjBUBqRzwd2lnWGQ,Z0YOHYA6YtW131xULbnMzQ,4
8425,QIy3iLXjBUBqRzwd2lnWGQ,eoHdUeQDNgQ6WYEnP2aiRw,3
8426,QIy3iLXjBUBqRzwd2lnWGQ,ECOkEVUodMLUxvI0PMI4gQ,3
8427,QIy3iLXjBUBqRzwd2lnWGQ,iCQpiavjjPzJ5_3gPD5Ebg,3
8428,QIy3iLXjBUBqRzwd2lnWGQ,7sPNbCx7vGAaH7SbNPZ6oA,4
8429,QIy3iLXjBUBqRzwd2lnWGQ,GI-CAiZ_Gg3h21PwrANB4Q,4
8430,QIy3iLXjBUBqRzwd2lnWGQ,nUpz0YiBsOK7ff9k3vUJ3A,4
